Gene	t_all	t_sub	t_vis	t_status	t_location	t_interaction
ETS1	-0.9643	-0.242	-1.04	-0.9483	-0.04193	-0.5726
KCNJ1	-0.831	-1.166	0.5283	-0.7762	-3.835	1.321
C11orf45	-0.523	-0.5564	0.1781	-0.4292	-6.524	0.6019
NFRKB	-0.00362	-1.175	1.426	-0.03096	0.5469	1.812
IFITM2	-0.286	-0.3183	-0.2885	-0.4357	2.586	0.0682
IFITM1	0.2674	0.8289	-0.735	0.1829	1.848	-1.118
TRIM34	1.218	-0.2471	1.695	1.164	2.016	1.428
TRIM22	0.05941	0.01632	-0.3197	-0.1993	5.567	-0.2118
AMPD3	-0.02286	0.1653	-0.2219	-0.05949	0.735	-0.2733
ZBED5-AS1	0.5354	0.6209	0.2607	0.6226	-1.557	-0.2656
MICAL2	-1.228	-1.253	-0.7457	-1.319	1.474	0.1117
NUCB2	-1.786	-1.208	-1.227	-1.745	-1.807	0.09718
RCN1	0.872	1.263	0.3774	1.099	-2.917	-0.5587
WT1-AS	0.2653	0.4975	-0.3695	0.0887	4.974	-0.6179
NAT10	-1.039	0.5781	-1.285	-0.9781	-2.099	-1.356
HSD17B12	-0.08381	-0.4272	0.3775	-0.0453	-0.7579	0.5727
CRY2	1.026	1.05	0.3703	1.072	-0.9634	-0.6752
PTPMT1	0.3114	0.1181	0.4898	0.4442	-2.313	0.2556
CLP1	1.152	0.1482	1.364	1.207	-1.08	0.9786
TMX2-CTNND1	0.3232	0.3129	0.2394	0.3798	-1.118	-8.735e-06
STX3	0.5435	0.3371	0.3591	0.4955	0.9241	0.06371
MS4A6E	-0.4653	-0.4026	0.01938	-0.3581	-3.187	0.3893
MS4A14	0.1574	-0.02135	0.1738	0.1039	1.071	0.1289
PGA5	-0.3842	-0.002727	-0.8172	-0.5446	2.635	-0.5086
SDHAF2	0.7267	0.8436	0.2326	0.7044	0.2473	-0.3618
FEN1	-0.2624	-0.02362	-0.1586	-0.09935	-4.381	-0.05181
FADS2	-1.639	-1.257	-1.03	-1.641	-2.841	0.2675
COX8A	0.1896	0.3343	0.2379	0.4162	-3.886	-0.1615
PPP2R5B	0.09925	0.5566	-0.8257	-0.08882	4.137	-0.9501
ARL2	-0.1691	0.9741	-0.658	-0.06392	-2.278	-1.062
SNX15	-0.9294	-1.297	-0.06721	-0.868	-1.523	0.8034
ARL2-SNX15	-0.5125	0.3366	-0.876	-0.4206	-2.518	-0.8534
VPS51	0.05574	0.04315	0.1292	0.1238	-1.348	0.05518
ZNRD2	-0.6266	-0.6629	-0.1969	-0.5527	-1.857	0.2534
SIPA1	-0.529	-0.02738	-0.9892	-0.7608	3.327	-0.6816
TCIRG1	-0.4762	-0.7019	-0.01264	-0.3684	-3.318	0.361
FOLR3	-0.6459	-0.4139	-0.703	-0.8194	2.567	-0.2638
LOC100287896	0.4926	1.032	-0.1074	0.605	-1.918	-0.7942
POLD3	0.6061	0.4665	0.6907	0.8401	-3.252	0.1918
DDIAS	-0.2092	-0.7039	0.7039	-0.1369	-1.508	0.995
FOLH1B	1.108	-0.6484	2.142	1.052	2.269	1.939
PIWIL4	1.845	1.673	1.258	2.111	-2.623	-0.611
AMOTL1	1.637	1.497	0.8539	1.725	-1.393	-1.013
LOC100129203	-0.1561	0.1609	-0.4083	-0.1796	0.5041	-0.3952
BIRC3	0.1545	0.3171	-0.3866	-0.03198	4.389	-0.4947
SDHD	-0.7218	-0.09709	-1.071	-0.6856	-0.5795	-0.4836
TEX12	1.548	1.053	1.241	1.642	-1.465	0.2998
BCO2	-0.002298	2.235	-0.8798	-0.251	4.956	-1.427
PTS	0.2869	1.149	-0.3359	0.3258	-0.81	-0.9111
LOC283140	-1.055	-0.8834	-0.5952	-1.009	-0.7819	0.07496
REXO2	0.9031	1.513	0.2039	0.8584	0.7759	-0.528
GRAMD1B	1.307	-0.1613	2.056	1.328	3.783	1.511
STT3A	-0.8481	-1.619	0.1667	-0.8269	-4.87	1.141
CHEK1	-0.1972	0.1768	-0.3093	-0.03635	-3.879	-0.3225
LINC01001	-0.03421	-0.0272	-0.2264	-0.1857	2.96	-0.1368
BET1L	-0.715	0.2738	-1.05	-0.788	1.332	-1.013
IFITM10	-0.8541	-0.8753	-0.1382	-0.8498	-5.269	0.7637
CTSD	-0.8939	-1.166	-0.5738	-0.9623	-6.471	-0.07376
IGF2	0.3011	0.2477	0.4334	0.4267	-2.215	-0.04017
COPB1	-0.7839	-0.5266	-0.6538	-0.8494	1.226	-0.1706
PSMA1	0.9216	-0.6488	1.806	0.8879	0.4596	1.734
TPH1	1.513	1.575	0.824	1.754	-2.614	-0.8027
CD59	0.7415	0.3179	0.8929	0.8778	-2.096	0.3883
PRG2	0.02241	-0.8682	1.215	0.2575	-4.59	1.465
SLC43A3	-0.4684	-0.651	0.108	-0.4199	-11.98	0.581
INTS5	0.3339	-0.8715	0.8891	0.3053	0.4985	1.197
HNRNPUL2-BSCL2	0.02094	-0.4831	0.8367	0.208	-3.674	0.912
HNRNPUL2	0.5185	-0.4665	0.9403	0.5202	-0.1794	1.015
MIR192	-0.2372	-0.2382	-0.3714	-0.4467	3.526	-0.1636
MIR194-2	0.3058	-0.1539	0.3086	0.1737	3.45	0.3337
CDCA5	-0.8858	-0.9801	0.0976	-0.8301	-3.409	0.9613
POLD4	-1.49	-0.9414	-1.157	-1.476	-2.8	0.0982
PTPRCAP	-0.8086	-0.1553	-1.139	-1.033	2.951	-0.8033
CORO1B	-0.7801	-1.238	0.2025	-0.7606	-0.1692	1.08
TMEM134	-1.714	-0.8569	-1.419	-1.667	-0.6238	-0.5768
LTO1	-0.4734	0.3842	-0.864	-0.4252	-0.9362	-0.8911
STARD10	1.01	1.308	-0.03369	1.009	4.396	-1.105
PAK1	-0.2404	-0.394	-0.1975	-0.4356	3.312	0.2005
CASP1	0.4769	-0.191	0.797	0.3598	6.007	0.6357
CARD16	0.1864	-0.2653	0.2509	0.01001	4.29	0.3638
CARD17	-0.2574	-0.8602	0.197	-0.3797	2.197	0.7064
ALG9	-0.54	-0.658	-0.08313	-0.4369	-4.6	0.3151
FDXACB1	1.148	0.1571	1.809	1.235	-1.44	0.9232
CCDC77	0.2358	-2.345	2.013	0.2859	-1.007	2.977
LOC100049716	0.7105	-0.5833	1.778	0.6491	1.373	1.539
FKBP4	0.5704	0.09165	0.5435	0.4786	2.81	0.3305
TSPAN9	0.3169	0.4123	0.1721	0.4374	-2.129	-0.2431
CCND2	-0.02619	0.4135	-0.06816	0.1668	-3.946	-0.2882
TIGAR	0.2686	-0.2893	1.117	0.4597	-3.205	0.8934
RAD51AP1	-0.01891	-0.2525	0.6334	0.1443	-3.305	0.5565
CD9	-0.5459	-0.6591	-0.01335	-0.5202	-9.424	0.5245
NCAPD2	-0.7036	-0.4377	-0.4741	-0.6403	-1.448	0.1158
GAPDH	0.4266	1.094	0.3358	1.036	-7.437	-0.6201
LAG3	-0.15	0.1747	-0.1935	-0.03919	-2.389	-0.2587
CD4	0.2633	-0.149	0.4704	0.2178	0.8895	0.4215
USP5	-0.04285	0.6183	-0.2738	0.09854	-2.903	-0.5662
TPI1	-0.2733	1.166	-0.9514	-0.1322	-3.62	-1.435
PTPN6	0.2427	-0.1922	0.6171	0.29	-0.9556	0.5516
MIR141	0.7619	-0.3243	0.9095	0.688	2.236	0.9266
C1RL-AS1	-0.05756	0.6625	-0.8499	-0.2371	3.434	-1.066
NANOG	0.5475	1.243	-0.522	0.4557	2.664	-1.251
NECAP1	-0.461	-0.3288	-0.5737	-0.6686	3.141	-0.2835
LINC02449	0.3371	-0.1642	0.3733	0.1839	4.74	0.3832
CLEC6A	-0.0151	-0.2698	0.08447	-0.1353	2.384	0.2589
CLEC4D	-0.2969	-1.117	0.1127	-0.5801	4.383	0.7876
KLRG1	-1.668	-1.668	-0.6519	-1.626	-1.866	0.7461
LOC642846	-0.0866	-0.5002	0.3595	-0.06489	-0.4126	0.605
LOC374443	-1.043	-1.27	0.003408	-0.9871	-1.223	1.044
KLRF1	1.435	1.483	0.7339	1.598	-2.073	-0.666
CLEC12A	-0.9233	-1.366	-0.3735	-1.197	3.27	0.6919
CLEC12B	0.5334	-0.02603	0.6132	0.5073	0.3897	0.5056
KLRD1	0.9455	0.5756	0.7716	0.9165	0.3345	-0.108
SMIM10L1	-1.576	-0.6894	-1.455	-1.587	0.5414	-0.6643
LINC01252	-0.4784	-1.123	0.1953	-0.5181	0.8406	0.8557
BORCS5	-0.8431	-0.4741	-1.33	-1.391	5.469	-0.837
CREBL2	-0.006617	0.09598	-0.2195	-0.08235	1.511	-0.2169
CDKN1B	1.488	1.065	0.9999	1.466	2.634	0.0377
FAM234B	-0.04105	-0.1357	0.0132	-0.08611	0.903	0.1083
EMP1	-0.1921	-0.3751	0.3045	0.001492	-4.879	0.4729
H2AFJ	0.1135	0.202	0.2188	0.3011	-3.446	-0.01483
C12orf60	0.9009	0.7789	0.4093	0.8342	2.091	-0.2541
PTPRO	-0.9325	-1.7	0.2344	-0.9388	0.3635	1.35
DERA	0.2728	0.04804	0.3063	0.2479	0.4319	0.1624
PDE3A	0.6974	1.166	-0.4607	0.7294	-0.7408	-1.27
SLCO1C1	0.8346	0.3167	0.8075	0.8094	0.279	0.3178
PYROXD1	-1.36	-0.7771	-1.138	-1.336	-2.823	-0.03619
CMAS	-0.4449	-0.3361	-0.1028	-0.3331	-3.33	0.2194
FGFR1OP2	0.46	0.6081	0.04659	0.3877	1.631	-0.326
STK38L	0.2253	-0.5113	0.4076	0.009876	6.07	0.6351
ARNTL2	0.4101	-0.0637	0.6003	0.4656	-1.097	0.5098
PPFIBP1	0.0595	0.2504	0.03666	0.2167	-3.021	-0.177
MRPS35	-0.9372	0.2954	-1.762	-0.9492	0.4591	-1.352
FAR2	1.029	1.308	0.2664	0.9726	1.287	-0.5755
DDX11	0.117	0.6269	-0.3195	0.1822	-1.285	-0.6663
ETFBKMT	0.3979	1.258	-0.7682	0.3815	0.2188	-1.464
RESF1	-0.4955	-1.514	-0.1113	-0.8756	4.932	0.7237
DNM1L	-0.6596	-0.3513	-0.5347	-0.6424	-0.1558	-0.1413
LRRK2	-0.1522	-1.039	0.4407	-0.4147	4.544	1.066
IRAK4	0.14	-0.1882	0.2685	0.1234	0.2949	0.3217
TMEM117	0.7258	0.367	0.8317	0.8782	-2.281	0.3415
DNAJC22	-0.1265	-0.2131	-0.3952	-0.4502	5.606	-0.2702
SPATS2	-0.2706	-0.5152	0.1833	-0.1217	-3.895	0.4364
ASIC1	-0.4148	0.2822	-0.8202	-0.3522	-1.32	-0.7479
SMARCD1	0.09912	0.6005	-0.1492	0.2492	-2.825	-0.4964
GPD1	-0.8981	-1.756	0.7467	-0.858	-3.964	1.88
LARP4	-0.4318	0.4418	-0.9123	-0.4875	1.1	-0.9755
METTL7A	-0.2509	-0.2652	-0.09421	-0.2098	-0.7886	0.05114
LETMD1	0.5568	-0.204	0.938	0.5351	0.2844	0.7903
ACVRL1	0.7046	0.9561	0.2048	0.8255	-1.935	-0.5685
GRASP	0.6402	0.7304	0.01973	0.6047	0.5827	-0.6069
NR4A1	0.5841	0.9823	-0.3003	0.4945	2.715	-0.9391
KRT18	-0.4129	0.7705	-1.172	-0.9315	6.607	-1.279
TNS2	0.8008	0.7874	0.4084	0.8905	-1.532	-0.4616
IGFBP6	0.2192	0.3743	0.2539	0.4522	-3.904	-0.1179
ZNF740	-0.8252	-1.668	0.2214	-0.8347	0.3935	1.235
MFSD5	-0.4883	0.1991	-0.6945	-0.4294	-1.228	-0.6497
ESPL1	1.041	-0.2456	1.612	1.041	-0.2777	1.324
C12orf10	2.845	1.879	2.102	2.857	-0.6929	0.1063
LOC100652999	1.983	1.67	1.136	1.955	1.96	-0.2561
COPZ1	-0.3412	-0.2831	-0.1218	-0.296	-0.8726	0.1441
NCKAP1L	-0.5937	-0.7048	-0.1864	-0.5631	-0.4747	0.279
PDE1B	-0.9091	-1.036	-0.2241	-0.9365	-5.581	0.6833
OR6C74	-0.2716	-1.726	0.8395	-0.3182	0.9457	1.707
METTL7B	1.101	0.6098	0.8546	1.061	0.5781	0.2228
ORMDL2	0.4121	0.5389	0.1804	0.5373	-2.134	-0.328
CDK2	0.9469	1.863	-0.4099	1.11	-2.269	-1.736
RAB5B	0.1065	-0.4169	0.5086	0.1068	-0.03704	0.6526
SUOX	1.127	1.179	0.6175	1.223	-1.546	-0.2911
NABP2	-0.331	-0.2131	-0.1465	-0.2491	-1.83	0.0257
COQ10A	-0.3515	0.6309	-1.076	-0.4586	1.909	-1.214
HSD17B6	0.6771	1.631	0.2259	0.6408	6.141	-0.2286
LRP1	-0.43	-0.444	-0.1097	-0.3117	-3.637	0.1305
ARHGEF25	0.6555	0.4477	0.4636	0.6493	-0.06571	-0.08472
SLC26A10	-0.01558	0.2138	-0.2763	-0.03592	0.4101	-0.3441
OS9	-0.5392	-0.6523	-0.007072	-0.5151	-0.3413	0.5274
TSPAN31	-0.8939	-0.3249	-0.9873	-1.024	1.962	-0.6392
MARCH9	-1.367	-0.3192	-1.515	-1.332	-0.3354	-0.8259
ATP23	0.1173	0.02324	0.01795	0.02933	1.826	-0.003875
SLC16A7	-0.2445	0.4816	-1.036	-0.2679	0.5209	-1.01
RXYLT1	-0.6462	0.3558	-1.047	-0.5621	-4.015	-0.9987
SRGAP1	-1.189	-0.7396	-1.1	-1.338	2.037	-0.3563
TBK1	0.2472	-0.4088	0.5946	0.1187	3.083	0.702
RASSF3	-0.8082	-1.338	-0.06777	-0.9695	2.329	0.9186
MIR548C	0.3923	-0.2872	0.9139	0.2663	3.76	0.7321
TBC1D30	0.3747	-0.1305	0.5292	0.3314	0.8251	0.4767
MSRB3	1.346	1.606	0.3099	1.317	0.1904	-0.9255
DYRK2	-1.927	-0.8973	-1.825	-1.935	-2.593	-0.5341
IFNG-AS1	-0.3922	-0.5527	-0.2782	-0.5447	2.522	0.1019
RAP1B	0.1766	0.1433	0.1171	0.1876	-0.2664	-0.05516
NUP107	0.5476	0.5452	0.609	0.8271	-3.805	-0.003295
MDM2	0.1578	-0.2959	0.4404	0.1029	1.101	0.5162
CPSF6	-0.7799	0.7153	-1.851	-0.7308	-0.9367	-1.756
LYZ	1.816	0.6517	1.807	1.813	-0.3971	0.8896
YEATS4	0.6112	-0.2461	1.238	0.755	-2.252	1.048
CCT2	-0.04305	0.845	-0.3738	0.0719	-2.344	-0.7333
KCNMB4	0.1024	-1.14	1.146	0.1152	-0.2823	1.609
LGR5	1.18	-0.1698	1.62	1.123	1.832	1.296
TBC1D15	-0.2758	-0.6211	0.2378	-0.2745	0.05518	0.6224
GLIPR1L2	0.9837	1.306	0.06411	0.9456	0.5574	-0.8985
ZDHHC17	0.2737	0.005382	0.2278	0.1893	1.849	0.1713
SYT1	-3.519	-2.839	-2.016	-3.455	-0.4204	0.7671
METTL25	0.7497	1.2	-0.1492	0.6732	2.819	-0.9326
TMTC2	1.29	-0.2076	2.049	1.239	2.109	1.5
ALX1	-0.4779	-0.7219	0.7112	-0.3639	-3.953	0.9727
NTS	1.96	1.541	1.329	1.909	0.6978	0.3744
C12orf29	0.05659	0.1482	0.1076	0.1715	-2.238	0.005352
TMTC3	0.4453	0.3259	0.491	0.5757	-2.185	0.04585
ATP2B1-AS1	0.9183	0.9385	0.4253	0.8801	3.91	-0.2013
SOCS2	0.3389	1.194	-1.223	0.3005	0.7137	-1.693
PLXNC1	0.1551	-0.5765	0.5736	0.04653	2.343	0.8102
VEZT	0.7056	-0.08907	1.103	0.7408	-0.7897	0.8244
METAP2	-0.8056	-0.956	-0.2445	-0.7556	-0.9629	0.3841
SNRPF	0.4649	0.06963	0.5912	0.5431	-1.443	0.4367
AMDHD1	-0.8086	-0.2607	-0.8005	-0.7624	-0.8389	-0.35
ELK3	0.4584	1.694	-0.6391	0.5521	-1.671	-1.589
NEDD1	0.2295	-1.166	1.275	0.3237	-1.762	1.702
TMPO	-0.6969	-0.4903	-0.5373	-0.714	0.4968	-0.2048
APAF1	-0.1034	-0.8726	0.09399	-0.497	6.861	0.6621
ACTR6	0.3003	0.7296	-0.3519	0.3045	-0.168	-0.793
GAS2L3	-0.4434	-0.03622	-0.4708	-0.3717	-1.603	-0.2993
UTP20	0.8866	2.015	0.1002	0.9951	-1.732	-0.8638
SPIC	1.699	0.5056	1.603	1.654	1.714	1.139
DRAM1	0.6379	-0.376	0.9138	0.5623	1.966	0.9433
PARPBP	-0.1464	0.5083	-0.6516	0.0002165	-3.279	-0.8031
HCFC2	0.444	0.6037	0.5867	0.832	-5.158	0.1187
TXNRD1	0.01568	-0.3603	0.2404	0.003483	0.2393	0.3985
EID3	-1.109	-0.8806	-0.7569	-1.136	0.7087	-0.07186
CHST11	-1.268	-1.124	-0.6141	-1.258	0.1571	0.478
C12orf45	0.0338	-0.354	0.3503	0.09704	-1.259	0.483
TCP11L2	0.3005	-0.1856	0.4288	0.2747	0.4438	0.4496
POLR3B	-2.289	-2.329	-1.001	-2.239	-0.4664	0.7672
PWP1	-0.6711	-0.3228	-0.4873	-0.5871	-3.183	-0.1256
LOC101929162	0.4698	0.7501	0.03247	0.4413	0.4602	-0.4044
USP30	0.3768	-0.7965	1.139	0.4959	-2.069	1.365
ACACB	0.343	1.224	-0.3189	0.5467	-3.259	-1.063
MYO1H	-0.6435	0.5977	-1.52	-0.691	0.975	-1.485
MVK	-0.7466	-0.7631	-0.02432	-0.6698	-2.704	0.6737
ANKRD13A	-0.5744	-0.3925	-0.4785	-0.6156	0.8726	-0.1997
IFT81	-0.857	-0.3737	-0.6969	-0.7906	-1.814	-0.2909
FAM216A	-0.6312	-0.6502	-0.2992	-0.6659	0.7741	0.2461
RAD9B	0.3352	0.1802	0.3469	0.3657	-0.6666	0.06579
TCTN1	0.00142	0.1677	-0.0893	0.05983	-1.167	-0.186
ERP29	-0.7156	-0.2978	-0.7834	-0.7536	0.8351	-0.2623
TRAFD1	1.633	0.7662	1.383	1.582	0.9623	0.5861
OAS3	0.9815	0.05987	1.302	1.111	-1.927	0.9892
OAS2	0.698	0.1531	0.7956	0.7534	-1.089	0.5395
DTX1	-0.9926	-0.7928	-0.5103	-0.9389	-2.918	0.2735
PLBD2	-0.2188	-0.1256	0.1541	0.02169	-7.003	0.1971
RFC5	0.05296	-0.5786	0.8584	0.02377	0.5723	0.9692
PEBP1	-0.6701	-0.2332	-0.5704	-0.5873	-3.63	-0.2387
SUDS3	-0.08461	-1.226	0.6701	-0.1841	1.931	1.276
TMEM233	-1.633	-0.7305	-1.606	-1.58	-1.21	-0.3259
PRKAB1	-1.315	-0.5401	-1.297	-1.337	0.6677	-0.5346
BICDL1	-0.467	1.007	-1.367	-0.879	5.332	-1.597
DYNLL1	0.1291	1.242	-0.3236	0.3225	-3.508	-0.9036
CABP1	0.5501	0.3232	0.3332	0.4507	3.425	0.1225
P2RX7	0.4525	-0.1909	0.8499	0.4997	-0.9613	0.7308
P2RX4	-0.9754	-0.9444	-0.3998	-0.927	-3.241	0.3533
ORAI1	0.7496	-0.3142	1.071	0.6894	1.34	1.021
TMEM120B	0.437	1.01	-0.4242	0.4679	-0.6881	-1.06
BCL7A	-1.043	-0.3836	-1.023	-1.023	-0.1039	-0.4412
LRRC43	-0.593	-0.3307	-0.5833	-0.6509	1.129	-0.1318
KNTC1	-1.145	-0.5125	-0.9821	-1.094	-2.47	-0.368
DENR	-0.466	0.2881	-0.751	-0.3785	-2.185	-0.7371
C12orf65	0.6649	0.9367	0.01719	0.6546	0.01345	-0.6578
TMED2	-0.7647	-0.6615	-0.3032	-0.6907	-3.095	0.2876
DDX55	-0.7233	-0.7241	-0.2427	-0.7482	0.6317	0.5147
GTF2H3	0.8431	0.4829	0.8475	0.9775	-2.029	0.3292
TCTN2	0.01263	0.2373	0.2126	0.3222	-6.084	-0.02863
ATP6V0A2	0.4163	0.437	0.422	0.6131	-3.068	-0.1132
MIR5188	0.2113	-0.1856	0.3057	0.1366	1.568	0.3495
TMEM132C	-0.325	-0.5964	0.2682	-0.2358	-2.036	0.6247
GLT1D1	-0.1732	-0.4381	-0.1136	-0.3927	3.818	0.245
RAN	-0.3472	0.3518	-0.5508	-0.199	-4.588	-0.6389
ADGRD1	-0.1164	-0.1441	-0.2936	-0.33	3.876	-0.1625
NOC4L	-0.7756	0.02178	-0.8223	-0.7273	-0.9101	-0.7066
ZNF84	-0.4672	-0.6806	0.2201	-0.4772	0.3214	0.7235
ZNF140	1.733	1.07	1.274	1.685	1.551	0.1349
LOC102723544	0.4345	-0.3802	0.4875	0.3509	1.991	0.5623
NINJ2	-0.6141	-0.654	-0.3738	-0.7388	2.019	0.2442
CACNA2D4	-0.9465	-0.3391	-0.8903	-0.9422	-4.671	-0.5251
DCP1B	0.05043	-0.3023	0.4503	0.1587	-2.12	0.5325
CACNA1C-AS2	-0.1446	-0.1793	-0.2927	-0.3335	3.401	-0.04538
FOXM1	-0.001548	0.1409	0.2762	0.2585	-5.204	-0.006735
CRACR2A	-0.7261	0.01002	-0.944	-0.7479	0.5812	-0.7187
C12orf4	-0.4236	-0.7532	0.1314	-0.3926	-0.5272	0.6093
AKAP3	0.02444	-0.526	0.4205	0.02317	0.01837	0.6507
VWF	0.6695	0.8513	0.2147	0.7521	-1.467	-0.4722
VAMP1	0.1003	0.6197	-0.6205	0.06428	0.7031	-0.8793
MRPL51	-0.3077	-0.06248	-0.2059	-0.1945	-2.771	-0.09599
LPAR5	-1.997	-1.443	-1.719	-2.269	2.59	-0.3543
CDCA3	-0.6769	-0.7331	-0.01458	-0.5937	-3.278	0.6011
LPCAT3	2.079	1.916	1.045	2.028	0.6871	-0.4678
CLEC4C	0.3978	-1.498	0.9426	0.2718	3.815	1.442
SLC2A14	2.678	1.372	2.413	2.633	1.282	0.3667
SLC2A3	2.44	1.209	2.23	2.404	1.545	0.434
C3AR1	-0.8017	-0.9246	-0.4279	-0.9317	1.999	0.3095
CLEC4E	-0.3422	-0.83	-0.2406	-0.7712	5.967	0.4664
AICDA	0.07038	0.1198	-0.02574	0.06865	0.01405	-0.1073
MFAP5	-0.328	-0.2883	0.01978	-0.1447	-6.767	0.1832
M6PR	-0.5797	-0.6558	0.03228	-0.4875	-2.929	0.5492
A2M	0.2242	0.1299	0.3985	0.4135	-3.255	0.255
A2MP1	2.047	1.663	1.293	1.995	0.8544	0.1373
KLRB1	0.4228	1.068	-0.5061	0.3736	0.9642	-1.125
CLECL1	0.7004	0.2442	0.7235	0.7029	-0.2412	0.3253
CD69	0.05222	0.04382	-0.1045	-0.06565	2.417	-0.1085
LINC02470	-1.315	-1.228	-0.7456	-1.368	1.05	0.2588
CLEC1A	0.5673	-0.04123	0.8601	0.6006	-0.7453	0.6232
CLEC7A	1.009	0.5612	0.7605	0.9496	1.446	0.3311
OLR1	0.379	-0.04956	0.4671	0.2576	3.4	0.3194
TAS2R10	-1.313	-1.587	-0.3748	-1.259	-1.251	0.7142
TAS2R20	-0.3558	0.2614	-0.747	-0.2874	-1.463	-0.67
TAS2R46	-1.36	0.2315	-1.994	-1.305	-1.59	-1.575
LRP6	-0.3081	0.1157	-0.734	-0.2891	-0.2982	-0.4696
MANSC1	1.379	0.5017	1.248	1.327	1.726	0.7017
LOH12CR2	-1.065	-1.454	-0.3463	-1.154	1.476	0.6473
DUSP16	-0.1316	-0.6925	0.1715	-0.417	4.982	0.6591
GPR19	0.9113	0.4101	0.7859	0.8843	0.2965	0.3355
HEBP1	0.2281	0.7538	-0.1038	0.3208	-1.737	-0.509
PLBD1	0.3987	-0.4585	1.056	0.3891	0.07721	1.04
MGP	0.3188	-0.169	0.8714	0.3786	-1.173	0.6313
ARHGDIB	-0.4696	-0.3703	-0.378	-0.5365	1.272	0.01772
EPS8	0.0759	0.256	0.0371	0.1893	-2.193	-0.1379
LMO3	1.131	0.5334	1.473	1.312	-2.342	0.3658
RERGL	1.179	1.439	0.1275	1.357	-2.302	-1.34
RECQL	0.5079	0.06904	0.7105	0.5311	-0.5664	0.3961
LDHB	-0.761	-0.4257	-0.5379	-0.6947	-1.637	-0.0974
KCNJ8	2.287	1.371	1.752	2.243	1.392	0.5245
ABCC9	1.282	1.098	1.074	1.556	-2.98	-0.1693
C2CD5	-0.1428	-0.2192	0.04811	-0.09698	-0.9042	0.1769
BCAT1	-2.3	-1.52	-1.732	-2.297	-2.152	0.2376
KRAS	0.3458	0.8839	-0.2506	0.278	1.443	-0.7092
BHLHE41	-0.279	-0.9834	0.9254	-0.2708	-0.08294	1.353
ITPR2	-0.3218	-0.1438	-0.8009	-0.7309	5.827	-0.5136
INTS13	-0.07084	-1.185	0.7445	0.006302	-1.566	1.258
LOC100506606	1.485	1.761	0.1926	1.441	2.017	-1.274
ERGIC2	-0.9408	-0.2677	-0.9461	-0.9118	-0.3344	-0.5207
OVCH1	1.744	1.207	1.418	1.838	-1.438	0.574
TMTC1	1.091	0.8382	0.8051	1.178	-1.443	-0.07059
IPO8	-0.3629	-1.354	0.4453	-0.4251	1.208	1.173
CAPRIN2	-0.1616	-0.3568	-0.04142	-0.2639	1.933	0.2102
DENND5B	-0.01934	-0.3057	0.3815	0.134	-3.104	0.4817
AMN1	-0.532	-0.01184	-1.106	-0.8701	4.427	-0.8086
YARS2	-0.03834	-0.2741	0.322	0.07557	-2.317	0.4195
PKP2	-0.6583	-0.8844	-0.3825	-0.9126	3.392	0.4171
CPNE8	0.6784	1.005	0.09325	0.7164	-0.8308	-0.6027
KIF21A	-0.1145	0.3916	-0.6373	-0.2894	3.228	-0.7319
ABCD2	0.2623	0.615	-0.3082	0.1366	3.046	-0.6287
SLC2A13	-1.525	-0.3108	-2.113	-1.795	2.802	-1.322
GXYLT1	0.7231	0.2271	0.7345	0.7047	0.164	0.3565
TWF1	-0.2585	-0.09685	-0.1864	-0.2089	-0.9809	-0.07522
SLC38A1	-1.598	-0.2298	-2.112	-1.721	1.703	-1.352
RPAP3	0.6822	0.2641	0.6152	0.6413	0.7108	0.2472
ENDOU	0.6895	0.5687	0.7102	0.8875	-2.792	-0.09749
VDR	-0.1242	-0.05456	-0.4543	-0.3218	3.589	-0.2148
ASB8	-0.6111	-0.01436	-0.5914	-0.5391	-1.746	-0.4945
SNORA2A	0.36	0.6704	-0.3011	0.2905	1.494	-0.7125
CCNT1	0.6191	0.8462	-0.2802	0.5571	6.025	-0.8917
RND1	1.378	1.674	0.894	1.886	-4.347	-0.9383
RHEBL1	1.053	0.2251	1.232	1.128	-1.326	0.7989
LMBR1L	0.5141	-0.273	0.7901	0.5219	-0.2917	0.7871
TUBA1A	0.5187	0.9436	0.5667	1.081	-6.566	-0.319
MCRS1	-0.3933	0.2926	-0.6698	-0.2881	-2.736	-0.6743
BCDIN3D	0.2559	0.1499	0.1591	0.2204	0.6666	-0.02218
FAIM2	0.9719	0.6362	1.313	1.146	-2.365	-0.08344
RACGAP1	-0.5812	-0.4754	-0.1784	-0.494	-2.507	0.2988
CERS5	-0.8464	-1.883	0.4755	-0.7811	-3.11	1.584
LIMA1	0.225	0.03605	0.9933	0.6704	-6.766	0.5763
SLC11A2	-0.07068	0.1721	-0.4685	-0.2506	3.41	-0.4573
CSRNP2	-0.0002847	0.2352	-0.1401	0.05864	-1.177	-0.2661
TFCP2	0.4457	-1.09	2.611	0.354	2.316	2.243
POU6F1	-0.3563	-0.03386	-0.509	-0.3015	-1.108	-0.2253
BIN2	-0.3695	-0.7369	-0.1755	-0.6226	3.837	0.3818
GALNT6	-0.3607	-0.04443	-0.3374	-0.299	-1.284	-0.2268
FIGNL2	0.7724	0.6616	0.3679	0.6977	2.739	-0.1315
SPRYD3	0.09418	0.1578	-0.0001647	0.09484	-0.04053	-0.09866
RARG	0.2917	0.09643	0.3266	0.3225	-0.6637	0.1859
